1stFlrSF,GarageArea,GarageYrBlt,GrLivArea,KitchenQual,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1210,683,1998.0,2452,Gd,8,1028,1998,1999,267000
1127,540,1964.0,1977,TA,6,816,1964,1978,165000
1064,504,1987.0,1767,Gd,7,1064,1987,1987,239000
1324,550,2006.0,1324,Gd,8,1324,2006,2006,254000
912,330,1948.0,1458,TA,6,912,1948,1950,97500
1314,440,2006.0,1314,Gd,6,1314,2006,2006,176432
1575,529,1992.0,1575,Gd,6,1575,1992,1992,179200
1620,912,2008.0,1620,Ex,9,1620,2007,2008,315500
1104,304,1957.0,1788,TA,4,1104,1957,1989,161500
913,240,1990.0,913,TA,6,814,1966,1966,129000
2073,500,1978.0,2073,TA,6,1542,1978,1988,210000
764,492,1999.0,1441,Gd,8,776,1999,2000,174000
815,225,1916.0,1690,TA,7,815,1916,1950,144000
1437,576,1999.0,1437,TA,5,1188,1956,1987,168000
2156,508,1968.0,2156,TA,7,1568,1968,2003,262500
864,0,1980.0,864,TA,5,864,1925,1950,98000
536,336,1976.0,1112,TA,5,536,1976,1976,85000
1122,746,1990.0,2243,Gd,7,700,1990,1991,225000
810,210,1940.0,1328,TA,4,686,1925,1950,107000
968,216,1928.0,968,TA,4,656,1927,2007,64500
698,384,2003.0,1396,TA,6,698,1915,2003,153575
1856,834,2010.0,1856,Ex,9,1856,2010,2010,394432
1610,789,2007.0,2161,Ex,8,1582,2007,2007,325624
1602,529,1977.0,1602,Gd,6,1602,1977,2000,215000
630,280,1991.0,1302,TA,5,630,1971,1971,112000
807,393,2002.0,1509,Gd,6,783,2002,2003,183200
912,352,1962.0,912,TA,5,912,1962,1962,144000
1004,420,1950.0,1664,TA,6,1004,1947,1950,159000
1390,576,1925.0,1694,TA,6,1181,1925,1950,136500
747,220,1945.0,747,TA,4,747,1945,1950,80000
1040,420,1950.0,1040,TA,4,0,1950,1950,109900
831,493,2002.0,1660,Gd,7,831,2002,2002,195000
1026,308,1924.0,1691,Gd,5,1026,1924,1950,127000
864,720,1980.0,864,Gd,5,864,1950,2002,129000
752,264,1984.0,752,TA,6,744,1984,1984,125000
963,564,2001.0,1792,Gd,7,963,2001,2001,231500
764,474,2003.0,1626,Gd,7,764,2003,2003,175500
1484,472,2006.0,1484,Ex,8,1476,2006,2006,265900
1675,870,2003.0,3493,Gd,7,1470,1880,2002,295000
1652,840,2006.0,1652,Ex,9,1652,2006,2007,325000
1276,350,1958.0,1276,TA,5,1276,1958,1958,60000
1112,271,1950.0,1668,TA,6,856,1950,2005,140000
720,0,1980.0,1192,TA,4,720,1949,1950,135000
884,504,1983.0,884,Gd,5,840,1983,1983,144000
1180,454,1988.0,2062,TA,7,1157,1988,1989,277000
827,392,1967.0,827,TA,5,0,1955,2007,107500
1136,532,1997.0,2019,Gd,7,728,1910,1993,167500
616,336,1976.0,1304,TA,5,264,1976,1976,115000
684,216,1930.0,1368,TA,6,684,1910,1993,114504
840,379,1915.0,1605,TA,3,840,1915,1950,107400
2020,900,2009.0,2020,Ex,10,2006,2009,2009,402861
625,528,2006.0,1250,Gd,7,625,2006,2007,164700
1624,757,1994.0,1624,Gd,8,1624,1994,1995,262000
845,360,1987.0,845,TA,4,845,1982,2006,129500
1389,418,1975.0,1389,TA,5,1389,1974,1975,170000
968,480,1935.0,968,TA,5,968,1923,2006,100000
546,286,1970.0,1092,TA,4,546,1970,1970,75000
848,420,2003.0,848,Gd,6,848,2003,2004,144000
1269,308,1964.0,1269,TA,5,1269,1960,1960,155000
1092,288,1962.0,1092,TA,5,1092,1962,1962,139000
1468,539,1977.0,2263,Gd,7,795,1977,1994,235000
952,283,1956.0,952,TA,4,952,1956,1956,135750
736,0,1980.0,1452,TA,4,736,1920,2008,113000
1039,504,1965.0,1039,TA,5,1039,1965,1965,131500
1204,412,1998.0,1204,TA,6,1204,1998,1998,162000
1117,672,1976.0,1117,TA,6,1029,1976,1976,107000
2196,701,1990.0,2196,Gd,7,2158,1990,1991,271900
985,328,1977.0,985,TA,5,985,1977,1977,149900
1629,880,2003.0,1629,Gd,8,3206,2003,2004,284000
877,216,1928.0,1477,TA,7,861,1928,1950,145000
980,484,1986.0,980,TA,5,980,1977,1977,135000
1166,590,1992.0,2295,Gd,7,1095,1992,2000,268000
900,180,1923.0,1502,Gd,6,602,1923,1996,165000
1575,432,1966.0,2201,Gd,6,697,1966,1966,274970
1050,836,2008.0,2078,Ex,8,1034,2007,2008,339750
800,0,1980.0,800,Fa,2,264,1936,1950,60000
1578,840,2008.0,1578,Ex,8,1573,2008,2009,287090
1932,774,2008.0,1932,Ex,8,1932,2008,2008,394617
1507,404,1960.0,1507,TA,5,1075,1960,1960,127000
900,280,1970.0,900,TA,5,882,1967,1967,122000
1718,786,2008.0,1718,Ex,10,1700,2006,2007,337500
1089,240,1937.0,1750,Ex,5,636,1880,1991,124000
1383,834,1996.0,2398,Gd,7,1379,1996,1997,315750
774,680,2009.0,1968,Ex,8,774,2009,2010,269500
1536,532,2002.0,1536,Gd,7,1536,2002,2003,214000
864,200,1938.0,864,TA,3,864,1914,1950,58500
3228,546,1992.0,3228,Gd,8,3200,1992,1993,430000
1518,670,2003.0,2149,Gd,7,1434,2003,2003,239686
1320,864,1950.0,2640,Gd,7,1240,1880,2003,265979
1682,530,1970.0,1682,TA,7,1304,1970,1970,174000
1038,878,2005.0,2098,Ex,8,1030,2005,2005,275500
864,360,1965.0,864,TA,5,864,1965,1965,62383
1168,530,1969.0,1968,TA,5,784,1969,1969,172000
1097,480,1986.0,1097,TA,6,1040,1984,1985,152000
684,528,2005.0,1196,Gd,6,684,1920,2000,110000
1252,451,1958.0,1920,Gd,5,1052,1958,1958,172500
1728,576,1987.0,1728,TA,5,1728,1965,1965,142600
1128,577,2002.0,2031,Gd,8,1128,2002,2002,237000
1196,297,1956.0,1196,TA,6,1196,1956,1956,139000
803,360,1941.0,803,TA,5,720,1941,1950,87000
780,462,1969.0,1620,TA,5,780,1969,1969,152000
2097,1134,2005.0,2097,Ex,8,2077,2005,2006,423000
1869,617,2007.0,1869,Ex,9,1869,2007,2007,318061
956,431,1998.0,1886,Gd,7,930,1998,1999,199900
480,308,1958.0,480,TA,2,480,1949,1950,35311
1296,516,1967.0,1296,TA,4,0,1967,1967,90000
816,288,1958.0,816,TA,4,816,1938,1958,100000
1601,478,1978.0,1601,TA,7,1271,1978,1978,157000
962,451,2000.0,1792,TA,6,936,2000,2000,186500
1352,796,1993.0,2520,Gd,8,1338,1993,1993,310000
1144,796,1959.0,1144,TA,5,1144,1959,1959,143000
990,621,1998.0,2601,TA,5,612,1921,1998,189000
972,312,1939.0,1577,Fa,6,972,1939,1950,140200
970,624,1996.0,970,TA,5,970,1963,1963,132500
2036,513,1965.0,2036,TA,7,2136,1965,1965,375000
1026,440,1969.0,1026,Gd,6,1026,1969,2005,156000
698,0,1980.0,698,TA,5,698,1947,2008,118000
1533,576,1975.0,1533,Gd,7,1533,1975,1975,280000
854,660,1991.0,1382,TA,5,720,1941,1950,128500
1391,530,2004.0,1391,Gd,7,1391,2004,2004,196000
1078,240,1950.0,1078,Gd,5,1078,1950,1996,142125
1296,471,2001.0,1296,Gd,8,1267,2001,2002,220000
1442,301,1958.0,1442,TA,6,1442,1958,1958,157900
1024,0,1980.0,1964,TA,5,940,1911,1950,130000
1502,644,2009.0,1502,Gd,7,1502,2009,2009,233170
1392,458,1957.0,1392,TA,6,1392,1957,1957,166000
1768,0,1980.0,1768,TA,4,1768,1968,1968,136500
1582,390,1964.0,1582,TA,5,1624,1964,1964,190000
958,301,1960.0,958,TA,6,958,1960,1998,151500
894,600,1985.0,894,TA,5,894,1972,1972,123000
1224,402,1999.0,1224,TA,6,1224,1999,1999,165000
1742,846,2008.0,2332,Ex,10,1682,2007,2008,426000
1269,430,2004.0,1269,Gd,8,1256,2004,2005,192000
1776,712,2006.0,1776,Gd,8,1732,2006,2007,283463
728,390,2005.0,1456,Gd,6,728,2005,2006,163990
1194,539,1954.0,1194,TA,6,655,1959,1959,159500
1008,240,1953.0,1008,Gd,5,1008,1953,2006,134500
1555,430,2005.0,1555,Gd,7,1373,2005,2006,192500
892,180,1914.0,1784,TA,5,747,1914,1950,138887
1108,280,1930.0,1108,Gd,7,637,1930,1950,139400
754,400,2007.0,1394,Gd,5,384,2006,2007,167500
980,496,1988.0,1714,TA,7,980,1988,1988,196500
882,294,1959.0,882,TA,5,0,1959,1959,106500
1306,0,1980.0,1306,Fa,3,728,1940,1966,76500
626,288,1980.0,1217,TA,6,626,1980,1980,120000
990,299,1996.0,990,TA,5,990,1994,1994,126000
1132,691,2004.0,2452,Gd,8,1117,2004,2005,309000
848,420,2003.0,848,Gd,6,848,2003,2003,140000
697,300,1930.0,1369,TA,6,672,1925,1950,103600
1218,676,2009.0,1218,Gd,6,1218,2009,2009,208300
1423,672,1993.0,2555,TA,6,588,1922,1994,191000
1247,550,2005.0,1247,Gd,8,1247,2005,2005,197000
1542,619,1977.0,2872,TA,6,1330,1977,1995,272000
1652,482,2008.0,1652,Gd,8,1600,2008,2008,392500
1844,546,1977.0,1844,TA,6,1844,1977,1977,190000
1113,689,2005.0,1971,Gd,7,1113,2005,2005,253000
1007,463,2000.0,1800,TA,6,982,2000,2000,179000
1062,574,1993.0,1949,Gd,7,1050,1993,1994,236000
630,0,1980.0,630,TA,4,630,1972,1972,75500
1494,530,2002.0,1494,Gd,7,1494,2002,2002,221000
600,0,1980.0,968,TA,3,600,1910,1950,37900
1274,508,2005.0,1274,Gd,7,1274,2005,2007,203000
1520,364,1955.0,1520,TA,6,1156,1955,1972,153000
1285,528,1977.0,1285,TA,6,660,1977,1977,143500
807,393,2003.0,1509,Gd,7,783,2003,2003,180000
1142,550,1976.0,1935,TA,7,793,1976,1976,197900
816,0,1980.0,816,TA,6,816,1990,1990,118500
1200,555,2003.0,1200,Gd,7,1176,2003,2003,184900
997,548,1958.0,1470,TA,4,941,1954,1972,135000
1656,528,1960.0,1656,TA,6,1080,1960,1960,215000
792,240,1924.0,792,Gd,5,768,1924,2006,109500
1694,818,2007.0,1694,Gd,8,1694,2007,2007,318000
1800,765,2002.0,1800,Gd,8,1800,2002,2002,312500
1422,560,1945.0,2337,TA,5,662,1900,1950,90000
1168,315,1949.0,1846,TA,6,1040,1949,1950,143000
1026,576,1981.0,1026,TA,6,940,1978,1978,147000
904,408,1966.0,904,TA,5,876,1966,1966,109900
1126,484,1977.0,1126,TA,5,1126,1977,1977,160000
1136,872,2004.0,2468,Gd,8,1136,2004,2004,354000
988,540,1969.0,988,TA,6,938,1969,1969,180000
1052,288,1968.0,1052,TA,5,1052,1968,1968,138500
572,0,1980.0,1096,TA,6,572,1924,1950,79000
1141,484,2005.0,1141,TA,6,1141,2005,2005,142500
1012,484,1972.0,1790,TA,6,732,1972,1972,165150
1004,660,1999.0,1852,Gd,8,1004,1999,2000,230000
520,0,1980.0,754,TA,6,520,1935,1982,84500
624,513,1916.0,1344,TA,5,624,1916,1950,98000
2207,576,1970.0,2207,TA,7,1947,1970,1989,180000
1307,360,1908.0,2358,TA,6,907,1908,1997,240000
1175,831,1994.0,2715,Gd,8,1142,1976,1996,299800
1364,484,2005.0,1364,Gd,7,1364,2005,2005,185850
1253,402,1995.0,1253,TA,7,1237,1995,1996,176000
1328,528,1963.0,1328,TA,6,1328,1963,1963,143000
1422,286,1960.0,1422,TA,5,978,1960,1978,139900
1186,486,1965.0,1986,TA,7,768,1965,1990,205000
952,192,1916.0,952,Fa,6,952,1916,1950,121000
1660,500,2006.0,1660,Gd,8,1660,2006,2006,290000
2234,1166,2009.0,2234,Ex,9,2216,2008,2009,501837
790,160,1925.0,790,TA,6,768,1930,1950,91000
1340,396,2007.0,1340,Gd,7,1340,2007,2007,181134
1610,480,1977.0,1610,Gd,6,1610,1977,2001,205000
1361,600,1977.0,2620,TA,5,1361,1977,1977,190000
1248,438,2005.0,1248,Gd,7,1248,2005,2006,167240
912,288,1962.0,912,Gd,6,912,1961,1996,142000
943,472,1998.0,1638,TA,6,943,1998,1998,192000
1622,1356,1975.0,1622,TA,4,1249,1961,1975,168000
1436,180,1945.0,2320,Gd,6,1028,1945,2002,259500
1144,456,1961.0,1144,TA,5,1144,1961,1961,139950
848,281,1968.0,1520,TA,5,793,1932,2000,159434
1516,472,1964.0,1516,TA,6,1516,1964,1964,167000
1498,675,2006.0,1498,Gd,7,1498,2006,2006,204900
804,560,2001.0,1961,Gd,6,804,2001,2002,215000
728,440,2006.0,1456,Gd,7,728,2006,2006,155835
1207,349,1940.0,2403,TA,7,1032,1940,1950,244400
1944,708,2003.0,1944,Ex,9,1896,2003,2004,360000
1368,474,2005.0,1368,Gd,7,1368,2005,2006,202500
882,588,1999.0,1790,Gd,7,873,1999,1999,193000
1476,858,2008.0,2713,Ex,9,1452,2008,2008,446261
720,312,1948.0,1271,TA,5,720,1948,1950,135000
1872,604,1988.0,1872,TA,7,1845,1988,1988,241500
1190,577,1984.0,2090,Gd,7,1190,1984,1984,207500
882,546,1998.0,1796,TA,6,794,1998,1998,211000
1302,436,2007.0,1302,Gd,7,1302,2007,2007,176485
2524,542,1981.0,2524,Gd,8,2524,1981,1981,278000
840,338,1967.0,1374,TA,4,840,1920,1950,105000
764,474,2003.0,1626,Gd,7,764,2003,2004,173000
735,240,1940.0,1034,TA,5,735,1940,1950,109000
1518,588,2003.0,1518,Ex,8,1518,2003,2004,274000
1226,240,1951.0,1818,TA,7,1040,1931,1950,169500
1661,598,1998.0,1661,Gd,7,1649,1998,1998,224900
1096,432,1977.0,1991,TA,6,854,1932,1950,220000
832,324,1930.0,1482,TA,7,650,1920,1988,143000
1742,564,1985.0,1742,Gd,8,1742,1985,1985,275000
686,280,1955.0,1250,Fa,5,686,1918,1950,116000
816,528,1985.0,1176,TA,6,816,1934,1950,114500
927,506,1992.0,1915,Gd,8,908,1992,1992,220000
1192,240,1940.0,1595,TA,6,940,1940,2000,140000
1661,377,1955.0,1661,Gd,6,992,1955,1996,165500
832,552,2009.0,1935,TA,8,832,2009,2009,263435
1795,534,2002.0,1795,Gd,8,1777,2002,2002,230000
847,434,2003.0,1928,Gd,7,847,2003,2004,219500
1159,336,1968.0,1159,TA,5,1051,1968,1968,158000
855,440,1978.0,1456,TA,6,855,1978,1978,146000
1137,431,1939.0,1954,Gd,7,798,1939,2006,311500
2028,880,2005.0,2028,Gd,8,1868,2005,2006,369900
2898,665,1976.0,2898,Gd,8,1565,1976,1976,287000
814,663,2000.0,1674,Gd,7,814,2000,2000,216000
974,0,1980.0,974,TA,5,974,1991,1992,93500
1091,586,2002.0,1989,Gd,8,1065,2002,2002,255000
1080,678,1993.0,2097,Gd,7,1080,1993,1993,228000
1442,500,1990.0,1442,TA,7,1424,1990,1990,180500
1130,720,1970.0,1130,TA,5,1120,1920,1950,120000
1133,240,1925.0,1820,TA,7,1026,1925,1950,184000
1378,583,1972.0,2119,TA,6,689,1972,1972,158000
1264,666,2006.0,2576,Ex,8,1234,2006,2006,361919
780,0,1980.0,1020,TA,5,780,1875,1996,94000
1095,779,1920.0,1774,TA,4,1095,1900,1950,87000
904,0,1980.0,904,Fa,1,683,1922,1950,61000
673,490,2000.0,1382,Gd,7,673,2000,2000,165000
1518,840,1993.0,3608,Ex,10,1107,1892,1993,475000
1178,205,1930.0,2210,Fa,6,1008,1880,1950,117500
806,373,1995.0,1572,TA,6,806,1995,1996,168000
1824,739,1971.0,1824,Gd,7,1643,1971,2002,302000
1056,304,1968.0,1056,TA,5,1056,1968,1968,142000
949,392,1965.0,1221,TA,5,784,1924,1950,104900
1362,504,1961.0,1362,TA,6,1362,1961,1961,163000
848,420,2004.0,848,Gd,6,848,2004,2004,141000
1434,527,2001.0,1434,Gd,7,1454,2001,2001,189000
1208,628,2007.0,1208,Gd,7,1208,2007,2007,195400
1096,566,1950.0,1466,Gd,5,796,1936,1989,170000
1987,691,1994.0,1987,Gd,8,1986,1994,1994,301500
1325,983,1993.0,2418,Gd,7,1311,1993,1994,341000
1314,626,2008.0,1314,Gd,7,1314,2007,2008,207500
970,380,2004.0,1709,Gd,7,970,2004,2004,137500
672,0,1980.0,1218,TA,6,672,1971,1971,91500
1440,0,1980.0,3395,Fa,6,1440,1914,1995,200000
1200,0,1980.0,1200,TA,5,1200,1987,1988,179000
912,297,1958.0,912,TA,5,912,1958,1985,120000
2444,832,1994.0,4316,Ex,10,2444,1994,1995,755000
856,548,2003.0,1710,Gd,7,856,2003,2003,208500
1234,656,2003.0,2374,Ex,8,1181,2003,2004,285000
860,234,1941.0,1564,Fa,7,704,1941,1950,174500
1466,528,1959.0,1466,Fa,5,1466,1959,1959,149900
1383,292,1960.0,1383,TA,6,1383,1960,1960,145250
1535,410,1979.0,1535,TA,5,0,1979,1979,118964
990,576,1996.0,990,TA,5,990,1995,1995,156000
918,240,1941.0,1646,TA,7,918,1941,1950,164000
908,440,1910.0,1928,Fa,6,1020,1910,1950,137000
1040,550,1979.0,1725,TA,7,539,1979,1979,197000
2129,541,1992.0,2872,Gd,8,1683,1992,2000,285000
1092,576,1969.0,2112,TA,6,952,1969,1969,206900
757,240,1936.0,1324,TA,4,672,1936,1950,128000
520,480,2005.0,1200,Gd,7,600,2005,2005,144152
672,468,1964.0,1344,TA,5,672,1920,1997,147000
840,500,2003.0,1668,Gd,7,840,2003,2003,180000
1040,400,1949.0,1040,TA,3,0,1950,1950,93500
900,576,2005.0,900,Gd,5,900,1951,2000,134800
1559,812,1948.0,1559,TA,5,1559,1948,1973,153500
948,248,1954.0,948,TA,4,864,1954,1954,111000
923,264,1980.0,923,TA,6,923,1980,1980,143000
1552,782,2005.0,1552,Gd,7,1552,2005,2006,212900
961,642,1998.0,1717,Gd,7,756,1915,1970,140000
1721,440,1968.0,1721,TA,5,1461,1968,1993,180000
483,264,1973.0,987,TA,6,483,1973,1973,100000
1200,521,1995.0,1200,Gd,6,1200,1995,1995,177500
1148,281,1949.0,1716,TA,5,768,1949,2008,131000
894,336,1973.0,894,TA,5,894,1965,2009,138500
1771,336,1960.0,1771,TA,5,0,1960,2006,115000
1173,528,1974.0,1173,Gd,7,1053,1974,1974,170000
1287,576,1997.0,1287,Gd,5,1063,1959,2006,162000
1382,459,1974.0,1382,TA,4,1051,1963,1979,148000
1214,721,1995.0,2520,Gd,7,1203,1995,1995,290000
1215,297,1958.0,1215,TA,6,1215,1958,1998,155000
1203,844,1994.0,2526,Gd,8,1165,1994,1994,290000
600,480,2004.0,1200,Gd,7,600,2004,2005,151000
1728,560,1976.0,1728,TA,5,1728,1976,1976,188000
902,480,1990.0,1710,TA,7,576,1921,1950,140000
1407,870,1997.0,2392,Gd,8,1396,1997,1998,348000
1014,457,1993.0,1744,Gd,7,996,1993,2003,194500
822,562,2007.0,1665,Gd,7,813,2007,2007,205950
1282,792,2007.0,2696,Ex,7,1264,2007,2007,383970
864,528,1974.0,864,TA,4,864,1971,1971,120500
672,234,1941.0,672,TA,4,672,1941,1950,113000
1320,564,1966.0,1320,TA,5,1164,1966,1966,164500
958,440,1977.0,958,TA,6,1078,1976,1976,128000
1710,550,2004.0,1710,Gd,7,1710,2004,2005,240000
1265,502,1965.0,1265,Gd,5,1219,1965,1999,179900
1456,400,2003.0,1456,Gd,8,1273,2003,2003,215000
1067,576,1995.0,1539,TA,5,927,1936,1950,141500
1959,766,1989.0,1959,TA,7,1907,1988,1989,171000
1008,0,1980.0,1522,TA,5,1008,1926,1950,102000
1124,0,1980.0,1124,TA,5,0,1954,1954,93000
1107,484,1973.0,2090,TA,7,1107,1973,1973,200000
1214,461,1965.0,1214,TA,5,1214,1965,1965,140000
1779,454,1955.0,1779,TA,5,1763,1955,1974,170000
1629,808,2002.0,1629,Gd,8,1616,2002,2003,270000
1554,627,2006.0,1554,Gd,8,1554,2006,2006,209500
993,642,1997.0,2236,Gd,7,964,1997,1997,222000
796,0,1980.0,796,TA,4,796,1922,1950,55000
840,308,1960.0,1680,TA,6,840,1915,1976,177000
848,420,2003.0,848,Gd,6,848,2003,2003,136500
1142,528,1976.0,1142,TA,5,1142,1976,1976,134000
1252,564,1960.0,1252,TA,6,1602,1960,1975,235000
1684,564,2005.0,1684,Ex,9,1684,2005,2005,266000
2000,888,2004.0,2000,Gd,8,2000,2004,2005,305900
1616,834,2005.0,1616,Gd,7,1616,2005,2005,232000
1299,531,2001.0,1872,Ex,8,1299,2001,2001,261500
1042,225,1928.0,1576,TA,5,1042,1928,1950,149000
1175,575,1989.0,1982,Gd,7,807,1989,1989,228500
988,276,1950.0,988,TA,5,876,1950,1950,119000
1844,620,2005.0,1844,Gd,8,1844,2005,2006,257000
1258,528,1971.0,1258,Gd,6,1258,1971,2004,145000
1288,500,1996.0,1288,Ex,8,1260,1996,1996,245500
1634,866,2006.0,1634,Gd,8,1626,2006,2006,250000
855,440,1974.0,1322,TA,6,855,1974,1974,147000
707,403,2004.0,1414,Gd,8,707,2004,2004,178000
1504,478,1996.0,1504,Gd,7,1504,1996,1996,203000
1670,690,2006.0,1670,Gd,7,1670,2006,2006,240000
1516,518,1974.0,2167,Gd,7,1192,1974,2003,294000
1069,440,1977.0,1069,TA,6,1069,1977,1977,140000
1072,525,2005.0,1072,TA,6,547,2005,2006,140000
1572,995,1963.0,1572,TA,5,1572,1963,1963,186700
1188,456,1963.0,1869,TA,5,1088,1890,1996,124900
882,0,1980.0,882,TA,4,882,1956,1956,103200
1922,676,2005.0,1922,Gd,9,1922,2005,2006,377426
780,352,1973.0,780,TA,5,780,1972,1972,124900
1021,300,1958.0,1601,TA,5,533,1958,1987,140000
1530,430,2005.0,1530,Gd,7,1530,2005,2005,260000
833,0,1980.0,833,TA,5,833,1985,1985,112000
679,308,1981.0,1183,TA,3,649,1948,2002,120000
1040,260,1962.0,1040,TA,5,1040,1962,2010,127000
1466,1052,2006.0,2828,Gd,8,1466,2006,2007,424870
1032,288,1950.0,1252,TA,6,1032,1950,1950,119000
1246,305,1959.0,1246,Gd,5,1246,1959,1994,154000
904,180,1926.0,904,TA,6,884,1926,2004,119000
966,416,1961.0,1652,TA,5,686,1915,1950,139000
1036,288,1949.0,1268,TA,5,832,1949,1950,133000
1172,342,1929.0,1913,TA,6,896,1928,1950,177000
1358,484,2010.0,1358,Gd,7,1358,2009,2010,224000
1657,484,1970.0,1657,TA,6,1657,1970,1970,163500
838,275,1961.0,838,Fa,6,816,1918,2000,130000
1022,390,1999.0,2060,Gd,7,992,1999,1999,214000
764,474,2003.0,1626,Gd,7,764,2003,2004,154000
663,299,1969.0,1352,TA,6,663,1969,1969,158000
968,240,1941.0,1376,TA,5,768,1941,1950,105000
849,240,1939.0,1660,TA,6,715,1934,1995,188700
616,432,2007.0,1412,Gd,6,616,2006,2007,156932
756,216,1906.0,1469,TA,6,756,1906,1995,135000
774,400,2000.0,1430,TA,7,384,2000,2000,170000
1094,495,1953.0,1094,TA,6,1094,1953,1953,155000
1826,758,2005.0,1826,Gd,8,1814,2005,2006,319000
672,576,2003.0,924,TA,5,672,1949,2006,122900
1502,528,1985.0,1502,Gd,8,1488,1985,1985,212000
616,603,1997.0,1688,Gd,6,616,1997,1997,200000
1262,572,2006.0,1262,Gd,6,1262,2006,2006,185000
1905,788,2006.0,1905,Ex,9,1905,2006,2006,320000
1153,541,1998.0,2031,Gd,7,1153,1998,1999,222500
1350,478,1974.0,1350,TA,6,1064,1974,1974,165000
941,613,2003.0,1829,Gd,7,941,2003,2003,237000
965,300,1979.0,965,TA,5,828,1965,1965,119900
672,280,1941.0,924,Fa,4,672,1941,1950,80000
1055,905,2001.0,2263,Gd,8,1055,2001,2002,287000
1236,540,1935.0,2108,Gd,6,1127,1935,1986,235000
1242,528,1973.0,1242,TA,7,1242,1973,1973,175500
989,240,1935.0,1573,Gd,4,884,1935,1995,133000
884,434,2001.0,2035,Gd,7,884,2001,2001,222500
1232,516,1984.0,1232,TA,6,1232,1984,1984,162500
1098,483,1976.0,1964,TA,7,803,1976,1976,205000
792,0,1980.0,1140,TA,4,576,1910,2004,96500
894,450,1967.0,894,Gd,5,894,1967,2003,130000
1512,619,1968.0,2654,Gd,6,1054,1968,1984,250000
768,396,1974.0,768,TA,5,768,1972,2003,133900
672,0,1980.0,912,TA,4,0,1947,1950,80500
1040,504,1969.0,2080,Fa,5,1040,1969,1969,135000
1040,576,2000.0,1040,Gd,5,1040,1996,1996,152000
1149,216,1926.0,1616,Gd,6,1149,1926,2004,152000
1047,273,1954.0,1047,TA,4,641,1885,1995,100000
1803,484,1957.0,1803,TA,5,1134,1957,2000,155000
832,528,1962.0,832,Gd,6,832,1954,1954,105500
894,384,1966.0,894,TA,5,894,1966,1966,125000
596,189,1920.0,1192,TA,5,596,1920,1950,78000
1850,772,2004.0,1850,Gd,9,1833,2004,2005,326000
899,288,1967.0,899,Gd,5,864,1967,2004,130000
892,264,1966.0,892,TA,5,864,1966,1966,110000
1260,506,1900.0,2291,TA,6,1214,1910,1998,133900
1075,360,1910.0,2138,TA,5,849,1898,1965,106000
926,470,1997.0,1604,TA,6,926,1997,1998,181000
887,422,2006.0,2021,Gd,7,868,2006,2006,274725
938,308,1977.0,938,TA,5,938,1975,1980,130250
912,216,1925.0,1426,Gd,7,912,1918,1998,189950
928,400,1948.0,1920,TA,5,928,1948,1950,137000
1098,260,1955.0,1098,TA,5,1098,1955,1955,135000
729,0,1980.0,729,TA,3,270,1935,2003,52000
1252,528,1960.0,1252,Gd,6,1252,1959,1959,142000
1584,792,1967.0,1584,TA,5,1584,1967,1967,124000
1506,592,2008.0,1506,Ex,9,1498,2008,2008,264132
1709,506,1999.0,1709,Gd,9,1698,1999,2000,328900
1092,299,1957.0,1092,TA,5,1092,1957,1957,141000
1746,758,2006.0,1746,Ex,9,1746,2006,2007,377500
1304,667,1953.0,2287,TA,7,1304,1953,1953,225000
789,200,1926.0,789,TA,5,768,1926,1950,96500
1041,270,1959.0,1041,TA,5,1041,1959,1959,124500
993,431,2002.0,1908,Gd,8,967,2002,2002,202900
1010,390,2002.0,2267,Gd,6,1010,2002,2002,200000
875,180,1931.0,875,TA,5,715,1931,1993,105000
1526,364,1957.0,1526,TA,5,1216,1957,2002,144500
1567,714,1977.0,1567,Gd,6,1567,1977,1977,196000
1734,1020,2009.0,2822,Ex,9,1734,2008,2009,582933
689,360,1928.0,1378,Gd,7,689,1928,2005,161000
1281,368,1920.0,1738,TA,4,715,1920,2007,104900
1164,521,1988.0,2060,TA,6,1151,1988,1989,211000
1128,286,1954.0,1128,TA,5,936,1954,1954,118000
840,440,2004.0,1720,Gd,7,840,2004,2004,183500
1050,338,1956.0,1050,TA,5,1050,1956,1956,128900
1114,576,2004.0,1114,Gd,6,1114,2003,2004,155000
1053,750,1998.0,1053,Ex,5,1008,1958,1991,150000
1593,682,2001.0,1593,Ex,8,1593,2001,2002,286000
1214,318,1967.0,1214,TA,5,1214,1967,1967,143000
816,264,1982.0,816,Gd,5,816,1982,2008,130500
1535,400,1979.0,1535,TA,5,0,1979,1979,118858
1360,795,1918.0,3112,Gd,8,1360,1918,1990,235000
1079,685,2006.0,1919,Gd,8,1079,2006,2006,233230
1097,672,1995.0,1097,TA,5,1097,1994,1995,145000
983,423,1989.0,1750,TA,6,983,1940,1985,160000
483,288,1972.0,987,TA,6,483,1972,1972,94500
981,576,1979.0,981,TA,6,981,1971,1971,143250
1700,447,1959.0,1700,Gd,5,1398,1959,1959,165500
816,308,1957.0,816,TA,5,816,1957,1957,129900
944,622,2001.0,1840,Gd,7,944,2001,2001,230000
1291,576,1973.0,2521,TA,6,942,1973,1973,151400
1002,902,1973.0,1002,TA,5,1002,1970,1970,148500
841,294,1950.0,841,TA,4,721,1950,1950,82000
